Product Name,Current Price,Original Price,Rating,Number of Reviews,Top Rated,Best Seller,Clearance,New,Color
Bogs Kids' Neo Classic Waterproof Lightweight Non-Slip Winter Boots,$115.00,,4.8,186,True,False,False,False,BLACK
Helly Hansen Men's Gamvik Winter Boots,$109.98,$149.99,3.7,78,False,False,False,False,BLACK -- 990
Columbia Kids' Grade/Pre-School Powderbug Snowlite Winter Boots,$79.99,,0.0,0,False,False,False,False,BLACK
SOREL Men's 1964 PAC Nylon Insulated Waterproof Winter Boots,$126.97,$170.00,4.3,554,True,False,True,False,NO COLOR
The North Face Women’s ThermoBall Progressive Zip II Waterproof Insulated Lightweight Winter Boots,$174.99,,4.2,166,True,False,False,False,BLACK/WHITE
Sorel Kids' Flurry Winter Boots,$85.00,,4.5,192,True,False,False,False,BLACK/CITY GRAY
Merrell Women's Thermo Aurora 2 Waterproof  Winter Boots,$78.88,,4.1,86,True,False,True,False,SEAL BROWN
Columbia Kids' Youth Bugaboot Celsius Waterproof Insulated Winter Boots,$109.99,,4.2,24,True,False,False,False,GRAY
Columbia Men's Telluron Omniheat II Winter Boots,$159.99,,4.5,323,True,False,False,False,BLACK
Columbia Women's Minx Shorty III Suede Waterproof Insulated Winter Boots,$100.97,$144.99,4.5,637,True,False,True,False,BLACK/PEBBLE
Bogs Kids' Pre-School Neo Classic Waterproof Insulated Non-Slip Winter Boots,$115.00,,4.8,117,True,False,False,False,SPARKLE SPACE
KEDS Women's Cooper Zip Boots - Black,$49.88,$99.99,3.7,108,False,False,True,False,BLACK
Sorel Kids' Youth Flurry Print Waterproof Insulated Winter Boots,$90.00,,2.6,5,False,False,False,False,BLK/POLKA DOT
Columbia Boys' Bugaboot Celsius Fleece Winter Boots,$109.99,,4.7,134,True,False,False,False,BLACK
Columbia Men's Fairbanks Omni-Heat™ Insulated Waterproof Winter Boots,$125.97,$179.99,4.2,604,True,False,True,False,BLACK
Merrell Women's Moab 3 Mid Waterproof Wide Hiking Shoes,$189.99,,4.6,172,True,False,False,False,FALCON
Hunter Men's Original Chelsea Boots,$89.88,$107.97,0.0,0,False,False,True,False,NAVY
The North Face Men's Chilkat V Lace Winter Boots,$125.97,$179.99,4.0,110,True,False,True,False,BLACK
Kamik Kids' Waterbug 5 Winter Boots,$79.99,,4.6,248,True,False,False,False,NAVY
UGG Men's Classic Slip-On Boots,$124.99,,4.7,98,True,False,False,False,BROWN
Woods Women's Alces Waterproof Insulated Non Slip Winter Boots,$74.97,$149.99,4.3,19,True,False,True,False,ANTHRACITE
Woods Women's ALCES II  Waterproof Insulated Winter Boots,$149.99,,0.0,0,False,False,False,False,ANTHRACITE
Sorel Women's Whitney II Tall Waterproof Insulated Lace-Up Winter Boots,$134.97,$180.00,4.2,62,True,False,True,False,BLACK
Timberland Men's TBL 1973 Newman Waterproof Boots,$103.97,$160.00,5.0,1,False,False,True,False,WHEAT NUBUCK
The North Face Women's Shellista IV Hiking Boots,$146.97,$209.99,4.3,177,True,False,True,False,BROWN/BLACK
The North Face Women's Shellista IV Hiking Boots,$146.97,$209.99,4.3,177,True,False,True,False,GRAY
The North Face Women's Shellista IV Hiking Boots,$146.97,$209.99,4.3,177,True,False,True,False,TNF BLK/TNF BLK
The North Face Women's Shellista IV Hiking Boots,$146.97,$209.99,4.3,177,True,False,True,False,ZINCGR/TNFBLACK
Kamik Kids' Grade/Pre-School Snowangel 4 Waterproof Insulated Fleece-Lined Winter Boots,$79.99,,4.5,22,True,False,False,False,BLACK
Kamik Kids' Southpole 4 Waterproof Insulated Lightweight Winter Boots,$69.99,,0.0,0,False,False,False,False,BLACK
Ripzone Kids' Pre-School Whiteout Waterproof Insulated Fleece-Lined Winter Boots,$29.97,$74.99,4.0,3,False,False,True,False,MED PINK
Timberland Men's EK Chillberg Mid Top Winter Boots,$169.99,,4.4,240,True,False,False,False,NO COLOR
Woods Women's Palliser Chelsea Rubber Waterproof Short Rain Boots,$79.99,,3.9,7,False,True,False,False,ANTHRACITE
Level Six Men's River 2.0 Boots,$75.00,,4.5,2,False,False,False,False,BLACK
SOREL Women's Tivoli IV Winter Boots,$149.97,$200.00,4.2,522,True,False,True,False,BLACK
SOREL Women's Tivoli IV Winter Boots,$149.97,$200.00,4.2,522,True,False,True,False,CURRY
Timberland Men's Redwood Falls Chelsea Boots,$150.00,,4.6,77,True,False,False,False,RUST FULL GRAIN
Woods Men's Mcarthur II Non-Slip Insulated Waterproof Winter Boots,$89.97,$107.97,4.0,9,False,False,True,False,BLACK
Sorel Kids' Yoot Pac Winter Boots,$110.00,,4.8,89,True,False,False,False,BLACK
Woods Kids' Grade School BOBCAT Insulated Winter Boots,$99.99,,0.0,0,False,False,False,False,LT BROWN
Woods Men's Telford III Winter Boots,$159.99,,4.0,1,False,False,False,False,MED BROWN
Merrell X Jeep Men's MOAB 3 Mid Waterproof Leather Hiking Shoes,$130.97,$219.99,4.4,83,True,False,True,False,SARGE GREEN
The North Face Kids' Chilkat V Lace Waterproof Insulated Suede Winter Boots,$64.97,$90.97,5.0,4,False,False,True,False,ALMOND BUTTER/TNF BLACK
The North Face Kids' Alpenglow Extreme III Waterproof Insulated Lightweight Winter Boots,$129.99,,4.6,108,True,False,False,False,BLACK
The North Face Kids' Alpenglow Extreme III Waterproof Insulated Lightweight Winter Boots,$129.99,,4.6,108,True,False,False,False,BLACK/WHITE
Kamik Kids' Pre-School Southpole 4 Waterproof Non-Slip Winter Boots,$69.99,,0.0,0,False,False,False,False,PURPLE
Helly Hansen Men's Bivy 2.0 IceFX Winter Boots,$174.97,$249.99,4.1,7,False,False,True,False,BLACK
Woods Women's Haylmore III ICEFX Suede Waterproof Non-Slip Winter Boots,$79.97,$159.99,3.6,8,False,False,True,False,CHARCOAL GRAY
Kamik Men's Iceland Winter Boots,$159.99,,0.0,0,False,False,False,False,BLACK
Kamik Men's Iceland Winter Boots,$159.99,,0.0,0,False,False,False,False,BLACK/CHARCOAL
Helly Hansen Women's Whitley Waterproof Insulated Non-Slip Winter Boots,$118.97,$169.99,0.0,0,False,False,True,False,SNOW ROSE
KEEN Women's Greta Chelsea Winter Boots,$199.99,,4.1,38,True,False,False,False,DK GREEN
Salomon OUTsnap CSWP Waterproof Fleece-Lined Lightweight Winter Boots,$118.97,$169.99,4.9,23,True,False,True,False,LIGHT BLUE
Sorel Kids' Pre-School Flurry Waterproof Insulated Winter Boots,$90.00,,4.9,13,True,False,False,False,DEEP BLUSH/TROPIC PINK
Columbia Women's Minx Slip V Winter Boots,$149.99,,0.0,0,False,False,False,True,BLACK
The North Face Men's Snowfuse Non-Slip Waterproof Hiking Winter Boots,$111.97,$159.99,3.7,109,False,False,True,False,TNF BLACK
"SOREL Women's Emilie III Chelsea Boots, Waterproof",$83.97,$112.97,4.3,49,True,False,True,False,BROWN
Woods Men's Pinehurst Chelsea Boots,$159.99,,0.0,0,False,False,False,False,DK BROWN
Columbia Women's Minx™ Waterproof Insulated Non-Slip Winter Boots,$107.97,$154.99,4.0,4,False,False,True,False,BLACK
Sorel Women's Whitney II Short Waterproof Insulated Lace-Up Winter Boots,$126.97,$170.00,4.5,362,True,False,True,False,BLACK
Sorel Women's Whitney II Short Waterproof Insulated Lace-Up Winter Boots,$126.97,$170.00,4.5,362,True,False,True,False,CAMEL
The North Face Women's Shellista IV Luxe Waterproof Insulated Fur-Lined Winter Boots,$111.88,$160.97,4.3,108,True,False,True,False,BLACK/WHITE
Ripzone Toddler Kids' Autumn Casual Winter Boots,$12.97,$16.97,2.0,1,False,True,True,False,BLACK
Helly Hansen Kids' Grade School Varanger 2.0 Insulated Non-Slip Winter Boots,$44.97,$62.97,0.0,0,False,False,True,False,SUNSET PINK
Helly Hansen Women's Garibaldi VL Waterproof Insulated Faux Fur Winter Boots,$160.97,$229.99,4.2,117,True,False,True,False,BLACK
Timberland Men's Icon 6 Inch Boots,$102.97,$129.97,4.6,2577,True,False,True,False,MD BEIGE NUBUCK BRN
Woods Men's Telford II 6 Inch Insulated Waterproof IceFX Winter Boots,$84.97,$169.99,3.7,6,False,False,True,False,BROWN
Timberland Men's Treeline Waterproof Boots,$61.97,$83.97,4.9,13,True,False,True,False,BROWN
Vans Men's Standard Snow MTE Water-Resistant Non-Slip Winter Boots,$163.97,$234.99,4.0,20,True,False,True,False,BLACK/WHITE
Vans Men's Standard Snow MTE Water-Resistant Non-Slip Winter Boots,$163.97,$234.99,4.0,20,True,False,True,False,DK GREEN
Helly Hansen Men's Bowstring Primaloft Winter Boots,$174.99,,4.6,223,True,False,False,False,BROWN
Helly Hansen Men's Bowstring Primaloft Winter Boots,$174.99,,4.6,223,True,False,False,False,HONEY WHEAT -- 726
Merrell Men's Cham 8 Thermo Tall Waterproof Hiking Boot,$229.99,,4.2,99,True,False,False,False,BLACK
Vans Women's MTE Crosspath Boots,$175.00,,0.0,0,False,False,False,False,MARSHMALLOW
Columbia Women's Minx Shorty IV Winter Boots,$139.99,,5.0,1,False,False,False,True,BLACK
Columbia Women's Minx Shorty IV Winter Boots,$139.99,,5.0,1,False,False,False,True,WHITE
Timberland Men's 6 Inch Icon Waterproof Full Grain Leather Boots,$106.97,$134.97,4.6,900,True,False,True,False,NO COLOR
Storm by Cougar Women's Creek Lace Up Winter Boots,$47.88,$69.97,3.9,67,False,False,True,False,BLACK PATN
Storm by Cougar Women's Creek Lace Up Winter Boots,$47.88,$69.97,3.9,67,False,False,True,False,RED MAPLE PLAID
Storm by Cougar Women's Creek Lace Up Winter Boots,$47.88,$69.97,3.9,67,False,False,True,False,SILVER
"Timberland Women's Greyfield 6"" Leather Boots",$49.97,$66.97,5.0,1,False,True,True,False,DARK GREY SUEDE
The North Face Kids' Chilkate Lace II Waterproof Insulated Fleece Winter Boots,$69.97,$99.99,4.5,81,True,False,True,False,BLACK/ZINC
UGG Men's Emmett Mid Duck Winter Boots,$134.97,$180.00,4.7,163,True,False,True,False,BLACK
Bogs Kids' Pre-School Stomper Waterproof Insulated Winter Boots,$44.97,$62.97,0.0,0,False,False,True,False,BLK/RADIANT ORCHID
Ripzone Kids' Whiteout Waterproof Insulated Fleece-Lined Winter Boots,$29.97,$74.99,2.7,10,False,True,True,False,BLACK
Kamik Kids' Grade/Pre-School Powdery3 Light Winter Boots,$44.97,$62.97,5.0,2,False,False,True,False,LIGHT NAVY/MARINE
The North Face Kids' Alpenglow V Waterproof Insulated Non-Slip Winter Boots,$57.97,$79.97,4.4,87,True,False,True,False,OPTIC BLUE/BLK
Columbia Women's Minx Mid III Waterproof Non-Slip Faux Fur Winter Boots,$114.97,$164.99,4.3,809,True,False,True,False,BLACK
Ripzone Kids' Toddler Snowflake Winter Boots,$41.24,,0.0,0,False,True,False,False,BLACK
The North Face Women's Thermoball Lace-Up Waterproof Insulated Winter Boots,$199.99,,4.7,87,True,False,False,False,GARDENIA WHITE/TNF BLACK
The North Face Women's Thermoball Lace-Up Waterproof Insulated Winter Boots,$199.99,,4.7,87,True,False,False,False,TNF BLACK/ASPHALT GREY
Ripzone Girls' Grade/Pre-School Icelynn Grayed Insulated Fleece-Lined Winter Boots,$31.97,$79.99,1.0,1,False,False,True,False,TURQUOISE
Helly Hansen Women's Sorrento Waterproof Suede Faux Fur Winter Boots,$111.97,$159.99,3.7,3,False,False,True,False,BLACK
Columbia Women's Moritzia Shield Waterproof Insulated Lightweight Winter Boots,$114.97,$164.99,4.3,9,False,False,True,False,CREAM
Kamik Toddler Girls' Snowbug 5 Winter Boots,$54.99,,0.0,0,False,False,False,False,ROSE
BOGS Kids' Pre-School Snow Shell Waterproof Insulated Lightweight Winter Boots,$80.00,,5.0,11,True,False,False,False,PURPLE
Merrell Women's Snowcreek Sport Mid Zip Winter Boots,$169.99,,4.1,151,True,False,False,False,BLACK
Vans Men's MTE Crosspath Boots,$175.00,,4.6,5,False,False,False,True,BLACK/WHITE
The North Face Kids' Grade School Fastpack Hiker Mid Waterproof Boot,$92.97,$124.99,4.9,48,True,False,True,False,NAVY
Helly Hansen Women's Lynn Chelsea Boots,$70.97,$88.97,5.0,2,False,False,True,False,BLACK
Ripzone Men's Davenport Insulated Waterproof Shell Winter Boots,$69.97,$139.99,0.0,0,False,False,True,False,DK GRAY
Merrell Women's Thermo Aurora 2 Waterproof Insulated Fleece-Lined Winter Boots,$139.97,$199.99,4.1,198,True,False,True,False,BLACK
Ripzone Women's Ara Chelsea Rubber Waterproof Short Rain Boots,$44.99,,4.2,40,True,False,False,False,BLACK
Sorel Kids' Grade School Youth Flurry Waterproof Insulated Non-Slip Winter Boots,$85.00,,4.6,113,True,False,False,False,RED
Kamik Toddler Kids' Snowbug 5 Winter Boots,$54.99,,2.0,2,False,False,False,False,NAVY
Woods Women's DALL IceFX Winter Boots,$159.99,,0.0,0,False,False,False,False,BLACK
Woods Women's DALL IceFX Winter Boots,$159.99,,0.0,0,False,False,False,False,LT BROWN
Bogs Kids' Snow Shell Waterproof Insulated Feece Winter Boots,$80.00,,4.8,13,True,False,False,False,BLACK
Timberland Men's Chillberg Premium Insulated Waterproof Winter Boots,$170.00,,4.3,89,True,False,False,False,BLACK
Ripzone Women's Davenport Shell Waterproof Insulated Sherpa Lined Winter Boots,$69.97,$139.99,4.1,14,True,False,True,False,APPLE CINNAMON
The North Face Kids' Grade School Shellista III Mid Waterproof Insulated Lace-Up Winter Boots,$64.97,$90.97,4.6,15,True,False,True,False,FAWN GREY/ASPHALT
Merrell Men's Moab 3 Thermo Mid Waterproof Winter Boots,$153.97,$219.99,4.2,38,True,False,True,False,BLACK
"Sorel Kids' Toddler Snow Commander Winter Boots, Girls', Waterproof, Snow, Velcro",$80.00,,4.6,42,True,False,False,False,PURPLE
Ripzone Kids' Grade/Pre-School Lumi Insulated Fleece-Lined Non-Slip Winter Boots,$25.97,$64.99,0.0,0,False,False,True,False,BLACK
Helly Hansen Men's Arctic Patrol Insulated Winter Boots,$179.99,,3.0,26,False,False,False,False,BLACK
Merrell Women's Siren Thermo 4 Chelsea Waterproof Insulated Lightweight Winter Boots,$156.97,$224.99,3.4,72,False,False,True,False,BROWN
HOKA Men's Anacapa 2 Mid GORE-TEX Waterproof Leather Hiking Shoes,$244.99,,3.6,96,False,False,False,False,BLACK
HOKA Men's Anacapa 2 Mid GORE-TEX Waterproof Leather Hiking Shoes,$244.99,,3.6,96,False,False,False,False,GRAY
Vasque Men's Breeze LT ECO Mid Waterproof Mesh Hiking Shoes,$107.97,$135.97,3.7,7,False,False,True,False,WALNUT
Vasque Men's Breeze Waterproof Mesh Hiking Shoes,$189.99,,2.9,10,False,False,False,False,GRAY
The North Face Kids' Alpenglow V Winter Boots,$114.99,,4.4,91,True,False,False,False,BLACK
The North Face Kids' Alpenglow V Winter Boots,$114.99,,4.4,91,True,False,False,False,TNF BLACK/VANADIS GREY
Helly Hansen Men's Cascade Mid HELLY TECH® Hiking Shoes,$189.99,,0.0,0,False,False,False,False,DK ORANGE
Scarpa Men's Rush Trek GORE-TEX Waterproof Leather Hiking Shoes,$299.00,,0.0,0,False,False,False,False,BLACK
Scarpa Men's Terra GORE-TEX Waterproof Leather Hiking Shoes,$299.00,,5.0,2,False,False,False,False,BROWN
Columbia Men's Bugaboot III Insulated Waterproof Winter Boots,$179.99,,4.2,204,True,False,False,False,BLACK_010
The North Face Women's Vectiv Fastpack Mid Futurelight Hiking Shoes,$219.99,,4.3,116,True,False,False,False,KELP TAN/TNF BLACK
Salomon Men's Toundra Pro ClimaShield Waterproof Winter Boots,$279.99,,3.8,58,False,False,False,False,BLACK
Merrell Women's Moab 3 Waterproof Hiking Shoes,$169.99,,4.7,214,True,False,False,False,GRAY
Merrell Women's Moab 3 Hiking Shoes,$149.99,,4.6,303,True,False,False,False,ALTITUDE
Merrell Women's Moab 3 Hiking Shoes,$149.99,,4.6,303,True,False,False,False,FALCON
Merrell Women's Moab 3 Hiking Shoes,$149.99,,4.6,303,True,False,False,False,LAUREL
Merrell Women's Moab 3 Hiking Shoes,$149.99,,4.5,342,True,False,False,False,SMOKE
"Salomon Women's X Ultra 4 GTX Athletic Shoes, Sneakers, Waterproof",$194.99,,4.0,189,True,False,False,False,BLACK
"Salomon Women's X Ultra 4 GTX Athletic Shoes, Sneakers, Waterproof",$194.99,,4.0,189,True,False,False,False,BLACK/STORMY WEATHER/OPAL BLUE
Scarpa Women's Rush Hiking Shoes,$97.97,$122.97,5.0,1,False,False,True,False,BLUE
Merrell Men's Thermo 6 Shell Insulated Winter Boots,$199.99,,3.9,1039,False,False,False,False,NO COLOR
Bogs Toddler Kids' Baby Classic Winter Boots,$47.97,$80.00,4.6,9,False,False,True,False,BLK MULTI
Ripzone Kids' Grade/Pre-School Lumi Casual Winter Boots,$64.99,,0.0,0,False,False,False,False,BROWN
Keen Women's Koven Hiking Shoes,$139.99,,4.0,123,True,False,False,False,GRAY
Columbia Women's Peakfreak™ II Outdry™ Low Hiking Shoes,$119.98,,4.7,17,True,False,False,False,PINK
Timberland Kids' Chillberg RR Waterproof Insulated Non-Slip Winter Boots,$130.00,,4.3,134,True,False,False,False,NO COLOR
Merrell Women's MQM 3 GORE-TEX Hiking Shoes,$199.99,,4.2,44,True,False,False,False,CHARCOAL/ORCHID
Merrell Women's MQM 3 GORE-TEX Hiking Shoes,$199.99,,4.3,56,True,False,False,False,STEEL BLUE/BELUGA
Helly Hansen Women's Cascade Mid HELLY TECH® Hiking Shoes,$189.99,,0.0,0,False,False,False,False,GRAY
Merrell Women's Moab Speed Hiking Shoes,$169.99,,4.1,207,True,False,False,False,BLACK
The North Face Men's Thermoball Traction Booties/Slippers,$94.99,,4.9,1783,True,False,False,False,BLACK
The North Face Men's Thermoball Traction Booties/Slippers,$94.99,,4.9,1783,True,False,False,False,PHANTOM GREY -- 411
UGG Kids' Mini ll Waterproof Boots,$150.00,,4.7,157,True,False,False,False,BROWN
Merrell Women's Siren Sport 3 Hiking Shoes,$169.99,,4.0,65,False,False,False,False,GRAY
Merrell Men's Moab Speed Thermo Mid Top Insulated Waterproof Winter Boots,$160.97,$229.99,4.4,156,True,False,True,False,BLACK
Merrell Men's MQM 3 GORE-TEX® Waterproof Hiking Shoes,$189.99,,4.6,230,True,False,False,False,OLIVE/GUM
Salomon Men's X ULTRA PIONEER CLIMASALOMON Hiking Shoes,$110.97,$126.97,4.0,38,True,False,True,False,BLACK
Salomon Women's X Ultra 4 Hiking Shoes,$209.99,,3.7,118,False,False,False,False,GRAY
adidas Women's Terrex RAIN.RDY Hiking Shoes,$220.00,,4.4,95,True,False,False,False,CBLACK/GREFIV/GREONE
HOKA Women's Anacapa 2 Mid GORE-TEX Waterproof Hiking Shoes,$244.99,,3.7,67,False,False,False,False,DUSK/ILLUSION
KEEN Men's Targhee III Mid Hiking Shoes,$219.99,,4.0,56,True,False,False,False,BLK/OLIVE
Merrell Women's MOAB Speed Mid Hiking Shoes,$219.99,,4.2,116,True,False,False,False,BLACK
KEEN Women's Voyageur Hiking Shoes,$160.00,,4.4,279,True,False,False,False,BRINDLE/ALASKAN BLUE
The North Face VECTIV Exploris 2 Mid FUTURELIGHT Hiking Shoes,$148.97,$229.99,5.0,2,False,False,True,False,TNF BLACK/VANADIS GREY
Columbia Men's Konos TRS Outdry Mid Hiking Shoes,$169.99,,4.6,5,False,False,False,False,BLACK
Merrell Men's Moab Speed Mid GORE-TEX Hiking Shoes,$219.99,,4.2,201,True,False,False,False,BLACK
Columbia Women's Trailstorm Peak Hiking Shoes,$106.97,$144.99,4.4,10,True,False,True,False,GRAPHITE/ICY MORN
Scarpa Women's Boreas GTX Waterproof Lightweight Hiking Shoes,$157.97,$215.97,0.0,0,False,False,True,False,LT GRAY
Merrell Men's Moab 3 Waterproof Hiking Shoes,$169.99,,4.4,174,True,False,False,False,BELUGA
Merrell Men's Moab 3 Waterproof Hiking Shoes,$169.99,,4.4,174,True,False,False,False,DARK BROWN
Timberland Men's Motion Scramble Mid Lace-Up Waterproof Hiking Shoes,$179.99,,4.7,20,True,False,False,False,LT BROWN
La Sportiva Men's TX Hike Mid GORE-TEX Hiking Shoes,$239.99,,0.0,0,False,False,False,False,CHARCOAL
Merrell Men's MQM 3 GORE-TEX® Hiking Shoes,$219.99,,4.3,47,True,False,False,False,OLIVE
Columbia Women's Konos TRS Outdry Mid Hiking Shoes,$169.99,,5.0,2,False,False,False,False,MED PURPLE
Helly Hansen Women's Switchback 2 Mid HELLY TECH® Hiking Shoes,$169.99,,5.0,1,False,False,False,False,BLACK
Scarpa Men's Rush GORE-TEX Hiking Shoes,$152.97,$218.99,0.0,0,False,False,True,False,NAVY
Keen Men's Zionic Mid Waterproof Hiking Shoes,$219.99,,4.7,167,True,False,False,False,DK GREEN
Helly Hansen Women's Cascade Mid Waterproof Hiking Shoes,$106.88,$133.97,4.8,4,False,False,True,False,BLACK / BRIGHT BLOOM
Scarpa Men's Rush 2 Mid GTX Hiking Shoes,$259.00,,0.0,0,False,False,False,False,LT GREEN
Merrell Women's Moab Speed Thermo Mid Waterproof Insulated Lightweight Winter Boots,$160.97,$229.99,4.5,129,True,False,True,False,BLACK
The North Face Women's Hedgehog 3 Mid Hiking Shoes,$199.99,,4.1,8,False,False,False,False,DK GRAY
Salomon Women's Quest 4 Hiking Shoes,$289.99,,3.9,84,False,False,False,False,GRAY
adidas Women's Five Ten Freerider Mountain Bike Hiking Shoes,$130.00,,4.4,28,True,False,False,False,CBLACK/ACIMIN/CBLACK
Merrell Men's Moab 3 Granite v2 Hiking Shoes,$149.99,,4.6,445,True,False,False,False,GRANITE V2
Merrell Women's Erie Mid Waterproof Hiking Shoes,$159.99,,4.6,65,True,False,False,False,BRINDLE
Merrell Men's Moab 3 Waterproof Wide Hiking Shoes,$169.99,,4.6,173,True,False,False,False,BELUGA
Merrell Men's Moab 3 Waterproof Wide Hiking Shoes,$169.99,,4.6,173,True,False,False,False,DARK BROWN
Merrell Men's Thermo Akita Insulated Winter Boots,$169.99,,4.2,65,True,False,False,False,BLACK
Merrell Men's Thermo Akita Insulated Winter Boots,$169.99,,4.2,65,True,False,False,False,ESPRESSO
Scarpa Women's Rush 2 Mid GTX Hiking Shoes,$259.00,,0.0,0,False,False,False,False,MED BLUE
Merrell Women's Siren Edge 3 Hiking Shoes,$149.99,,4.5,498,True,False,False,False,LIGHT BROWN
Columbia Women's Bugaboot III Winter Boots,$107.88,$125.97,4.3,115,True,False,True,False,BLACK/PACIFIC RIM
Merrell Men's Speed Eco Hiking Shoes,$149.99,,4.6,32,True,False,False,False,BLACK/ASPHALT
KEEN Men's Targhee III Mid Wide Hiking Shoes,$199.99,,4.2,278,True,False,False,False,SHITAKE/MULCH
Merrell Women's Moab 3 Waterproof Wide Hiking Shoes,$149.99,,4.5,114,True,False,False,False,ALTITUDE
Merrell Women's Moab 3 Waterproof Wide Hiking Shoes,$149.99,,4.5,114,True,False,False,False,FALCON
Merrell Women's Moab Speed 2 Hiking Shoes,$179.99,,4.6,42,True,False,False,False,BLACK
Merrell Women's Moab Speed 2 Hiking Shoes,$179.99,,4.6,42,True,False,False,False,CORNFLOWER
Merrell Women's Moab Speed 2 Hiking Shoes,$179.99,,4.6,42,True,False,False,False,KHAKI
Keen Women's Zionic Mid Lightweight Waterproof Hiking Shoes,$219.99,,4.8,150,True,False,False,False,TEAL
adidas Men's Terrex Trailmaker 2.0 GORE-TEX Hiking Shoes,$159.99,,4.7,195,True,False,False,False,CARBON/GREY/BLACK
KEEN Men's Targhee IV Waterproof Hiking Shoes,$199.99,,4.5,40,True,False,False,False,BISON/BRINDLE
Kamik Women's Icelyn Winter Boots,$100.97,$144.99,0.0,0,False,False,True,False,BLACK
Merrell Women's Bravada 2 Hiking Shoes,$144.99,,4.4,151,True,False,False,False,NAVY
Keen Men's Targhee III Waterproof Hiking Shoes,$199.99,,4.1,252,True,False,False,False,BROWN
Merrell Women's Moab 3 Thermo Mid Waterproof Insulated Non-Slip Winter Boots,$153.97,$219.99,4.7,116,True,False,True,False,BRINDLE
Merrell Men's Moab Speed 2 Hiking Shoes,$179.99,,4.6,60,True,False,False,False,OLIVE
Merrell Men's Moab Speed 2 GORE-TEX Hiking Shoes,$209.99,,4.3,39,True,False,False,False,CLAY
"Merrell Women's Crosslander 3 Hiking shoes, Waterproof",$129.99,,0.0,0,False,True,False,False,BLACK
Sorel Kids' Flurry Winter Boots,$85.00,,4.7,45,True,False,False,False,BLACK/SUPER BLUE
adidas Women's Terrex Free Hiker Primeblue Knit Waterproof Hiking Shoes,$279.99,,4.5,128,True,False,False,False,WHITE
SOREL Men's Explorer Drift Insulated Waterproof Boots,$54.97,$73.97,4.6,11,True,False,True,False,BROWN
"Salomon Men's X Ultra 360 CSWP Hiking Shoes, Waterproof, All Terrain",$169.99,,3.7,10,False,False,False,False,BROWN
Merrell Men's Moab 3 Waterproof Hiking Shoes,$169.99,,4.5,244,True,False,False,False,GRANITE
